#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2022-07-08T00:50:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62c77f2d143f3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/AJ/157/12&tab:{J/AJ/157/12/table3}&key:source=J/AJ/157/12/table3&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/157/12/table3
#-order=I
#-out=GLON
#-out=GLAT
#-out=RAJ2000
#-out=DEJ2000
#-out=Diam-a
#-out=Diam-b
#-out=Name
#-out=Class1
#-out=Class2
#

#RESOURCE=yCat_51570012
#Name: J/AJ/157/12
#Title: Star clusters, associations, & candidates in the MW (Bica+, 2019)
#Table	J_AJ_157_12_table3:
#Name: J/AJ/157/12/table3
#Title: Clusters, candidates and alike objects
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	RAJ2000	(A8)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Diam-a	(F7.2)	[0.01/4560] Major axis diameter	[ucd=phys.angSize]
#Column	Diam-b	(F7.2)	[0.01/2400] Minor axis diameter	[ucd=phys.angSize]
#Column	Name	(a112)	Chronologically ordered cross-identified designation(s)	[ucd=meta.id.cross]
#Column	Class1	(a5)	Object type (G1)	[ucd=src.class]
#Column	Class2	(A5)	Possible second object type (G1)	[ucd=src.class]
_RAJ2000|_DEJ2000|GLON|GLAT|RAJ2000|DEJ2000|Diam-a|Diam-b|Name|Class1|Class2
063.22917|+48.83694|153.41| -1.74|04 12 55|+48 50 13|   4.00|   4.00|Cmg 877                                                                                                         |OC   |
049.60000|+36.13278|153.44|-17.89|03 18 24|+36 07 58|   5.00|   5.00|FSR 675,MWSC 269                                                                                                |OCC  |
063.07917|+48.66750|153.45| -1.93|04 12 19|+48 40 03|  11.00|  11.00|Cmg 878                                                                                                         |OCC  |
069.24583|+52.28639|153.62|  3.40|04 36 59|+52 17 11|   5.00|   5.00|Cmg 879                                                                                                         |EC   |
068.86250|+52.01528|153.66|  3.05|04 35 27|+52 00 55|   3.00|   3.00|Bica 242                                                                                                        |EC   |
068.92917|+52.02444|153.68|  3.08|04 35 43|+52 01 28|   4.00|   4.00|Cmg 880                                                                                                         |EC   |
068.00000|+51.24944|153.86|  2.13|04 32 00|+51 14 58|   5.00|   5.00|Cmg 881                                                                                                         |OC   |
068.54167|+51.55278|153.87|  2.59|04 34 10|+51 33 10|   5.00|   5.00|Cmg 882                                                                                                         |OC   |
039.19167|+20.25528|153.97|-36.19|02 36 46|+20 15 19|  45.00|  45.00|Alessi 141                                                                                                      |Ast  |
067.73750|+50.88361|154.01|  1.76|04 30 57|+50 53 01|   7.00|   7.00|Cmg 883                                                                                                         |OCC  |
065.80833|+49.59444|154.08| -0.02|04 23 14|+49 35 40|   6.00|   6.00|Teutsch J0423.2+4935                                                                                            |OCC  |Ast
073.70417|+53.71000|154.27|  6.38|04 54 49|+53 42 36|   1.00|   1.00|Patchick 19                                                                                                     |Ast  |cPOCR
069.08333|+51.21250|154.35|  2.61|04 36 20|+51 12 45|   5.00|   5.00|CSS 8,BDB 131,MWSC 399                                                                                          |EC   |
069.13333|+51.23139|154.35|  2.64|04 36 32|+51 13 53|  15.00|  15.00|Maj 48,Majaess 48                                                                                               |EC   |
068.35833|+50.72472|154.40|  1.94|04 33 26|+50 43 29|   5.00|   5.00|Cmg 885                                                                                                         |EC   |
069.06667|+51.13750|154.40|  2.55|04 36 16|+51 08 15|   5.00|   5.00|Cmg 884                                                                                                         |ECC  |
069.35833|+51.27750|154.41|  2.78|04 37 26|+51 16 39|   6.00|   6.00|Cmg 886                                                                                                         |EC   |
064.79583|+48.41583|154.45| -1.35|04 19 11|+48 24 57|   3.50|   3.50|Froebrich 80                                                                                                    |EC   |
062.70000|+46.87444|154.49| -3.41|04 10 48|+46 52 28|   4.50|   4.50|Juchert 20,DSH J0410.8+4652,SAI 35,FSR 676,MWSC 348                                                             |OC   |
068.69167|+50.75194|154.52|  2.11|04 34 46|+50 45 07|   3.00|   3.00|Cmg 887                                                                                                         |EC   |
068.68333|+50.65861|154.59|  2.05|04 34 44|+50 39 31|   3.00|   3.00|Cmg 888                                                                                                         |EC   |
069.20833|+50.87944|154.65|  2.44|04 36 50|+50 52 46|   4.00|   4.00|BDSB 66,MWSC 402                                                                                                |EC   |
058.83750|+43.40833|154.75| -7.81|03 55 21|+43 24 30|  22.00|  22.00|Teutsch J0355.3+4324,Santa 34                                                                                   |Ast  |
069.79167|+51.02722|154.78|  2.81|04 39 10|+51 01 38|   2.00|   2.00|Cmg 889                                                                                                         |EC   |
069.47083|+50.80972|154.81|  2.52|04 37 53|+50 48 35|   6.00|   6.00|Cmg 890                                                                                                         |EC   |
069.38750|+50.74750|154.82|  2.44|04 37 33|+50 44 51|   3.50|   3.50|Cmg 891                                                                                                         |EC   |
084.40000|+57.18000|154.83| 13.32|05 37 36|+57 10 48|  20.00|  20.00|Renou 23,UBC 8                                                                                                  |OC   |
069.45417|+50.75833|154.84|  2.48|04 37 49|+50 45 30|   8.00|   8.00|Berkeley 67,OCL 400,FSR 677,MWSC 404                                                                            |OC   |
052.91667|+37.37389|154.96|-15.34|03 31 40|+37 22 26|  18.00|  15.00|NGC 1342,Melotte 21,Collinder 40,OCL 401,FSR 679,MWSC 283                                                       |OC   |
073.92917|+52.81667|155.06|  5.92|04 55 43|+52 49 00|   7.00|   4.50|Berkeley 13,OCL 402,MWSC 439                                                                                    |OC   |
063.28750|+46.45750|155.07| -3.44|04 13 09|+46 27 27|   7.00|   7.00|Cmg 892                                                                                                         |OC   |
068.78750|+50.01972|155.10|  1.66|04 35 09|+50 01 11|   6.00|   6.00|Cmg 893                                                                                                         |EC   |
072.72500|+52.15667|155.11|  4.93|04 50 54|+52 09 24|  80.00|  80.00|Teutsch J0450.9+5209,TRSG 9                                                                                     |OC   |
035.25000|+11.59667|155.16|-45.60|02 21 00|+11 35 48|   5.00|   3.00|O'Neal 6                                                                                                        |Ast  |lPOCR
068.77917|+49.90306|155.18|  1.58|04 35 07|+49 54 11|   7.00|   7.00|Cmg 894                                                                                                         |EC   |
067.77917|+49.12333|155.32|  0.58|04 31 07|+49 07 24|   7.00|   7.00|Cmg 895                                                                                                         |EC   |
070.11250|+50.47500|155.33|  2.59|04 40 27|+50 28 30|   1.60|   1.60|CBB 11                                                                                                          |EC   |
070.15833|+50.46250|155.36|  2.61|04 40 38|+50 27 45|   2.50|   2.50|NGC 1624,Collinder 53,OCL 403,BDSB 67,Sh2-212,FSR 681,MWSC 408                                                  |EC   |
070.30833|+50.46667|155.42|  2.68|04 41 14|+50 28 00|   6.00|   6.00|CBB 12                                                                                                          |EC   |
067.32500|+48.59500|155.49|  0.00|04 29 18|+48 35 42|   6.00|   6.00|Cmg 896                                                                                                         |EC   |
150.11667|+57.50278|155.51| 47.37|10 00 28|+57 30 10|  12.00|  12.00|Liu 3,SDSS J1000+5730                                                                                           |Ast  |
055.13333|+38.67000|155.59|-13.25|03 40 32|+38 40 12|   4.00|   4.00|Ferrero 26                                                                                                      |Ast  |lPOCR
053.36250|+36.80278|155.61|-15.59|03 33 27|+36 48 10|  18.00|  18.00|FSR 682,MWSC 288                                                                                                |OC   |
075.85000|+52.86333|155.74|  6.86|05 03 24|+52 51 48|  20.00|  16.00|NGC 1708,MWSC 458                                                                                               |OC   |
051.86250|+34.95333|155.74|-17.80|03 27 27|+34 57 12|  37.00|  37.00|AT 9,Alessi-Teutsch 9,ASCC 10,MWSC 275                                                                          |OC   |
064.69583|+46.43778|155.78| -2.78|04 18 47|+46 26 16|  80.00|  80.00|Alessi 102                                                                                                      |Ast  |OCC
068.01250|+48.62250|155.79|  0.34|04 32 03|+48 37 21|   6.00|   6.00|Cmg 897                                                                                                         |EC   |
073.10000|+51.38167|155.86|  4.62|04 52 24|+51 22 54|   4.00|   3.00|Patchick 18                                                                                                     |Ast  |cPOCR
077.19583|+53.23083|155.92|  7.73|05 08 47|+53 13 51|  19.00|  19.00|FSR 683,MWSC 475                                                                                                |OC   |
